"category","airbnb-link","rule","description","fixable","recommended","airbnb-level","airbnb-value"
"ES6","=HYPERLINK(""https://github.com/airbnb/javascript/blob/master/README.md#arrows--implicit-return"", ""💬"")","=HYPERLINK(""https://eslint.org/docs/rules/arrow-body-style"", ""arrow-body-style"")","require braces around arrow function bodies","🔧","Off 🙈","Error ⛔","[""error"",""as-needed"",{""requireReturnForObjectLiteral"":false}]"
"ES6","=HYPERLINK(""https://github.com/airbnb/javascript/blob/master/README.md#arrows--one-arg-parens"", ""💬"")","=HYPERLINK(""https://eslint.org/docs/rules/arrow-parens"", ""arrow-parens"")","require parentheses around arrow function arguments","🔧","Off 🙈","Error ⛔","[""error"",""as-needed"",{""requireForBlockBody"":true}]"
"ES6","=HYPERLINK(""https://github.com/airbnb/javascript/blob/master/README.md#arrows--use-them"", ""💬"")","=HYPERLINK(""https://eslint.org/docs/rules/arrow-spacing"", ""arrow-spacing"")","enforce consistent spacing before and after the arrow in arrow functions","🔧","Off 🙈","Error ⛔","[""error"",{""before"":true,""after"":true}]"
"ES6",,"=HYPERLINK(""https://eslint.org/docs/rules/constructor-super"", ""constructor-super"")","require `super()` calls in constructors","","Error ⛔","Error ⛔","error"
"ES6","=HYPERLINK(""https://github.com/airbnb/javascript/blob/master/README.md#generators--nope"", ""💬"")","=HYPERLINK(""https://eslint.org/docs/rules/generator-star-spacing"", ""generator-star-spacing"")","enforce consistent spacing around `*` operators in generator functions","🔧","Off 🙈","Error ⛔","[""error"",{""before"":false,""after"":true}]"
"ES6",,"=HYPERLINK(""https://eslint.org/docs/rules/no-class-assign"", ""no-class-assign"")","disallow reassigning class members","","Error ⛔","Error ⛔","error"
"ES6","=HYPERLINK(""https://github.com/airbnb/javascript/blob/master/README.md#arrows--confusing"", ""💬"")","=HYPERLINK(""https://eslint.org/docs/rules/no-confusing-arrow"", ""no-confusing-arrow"")","disallow arrow functions where they could be confused with comparisons","🔧","Off 🙈","Error ⛔","[""error"",{""allowParens"":true}]"
"ES6","=HYPERLINK(""https://github.com/airbnb/javascript/blob/master/README.md#references--prefer-const"", ""💬"")","=HYPERLINK(""https://eslint.org/docs/rules/no-const-assign"", ""no-const-assign"")","disallow reassigning `const` variables","","Error ⛔","Error ⛔","error"
"ES6","=HYPERLINK(""https://github.com/airbnb/javascript/blob/master/README.md#constructors--no-useless"", ""💬"")","=HYPERLINK(""https://eslint.org/docs/rules/no-dupe-class-members"", ""no-dupe-class-members"")","disallow duplicate class members","","Error ⛔","Error ⛔","error"
"ES6","=HYPERLINK(""https://github.com/airbnb/javascript/blob/master/README.md#modules--no-export-from-import"", ""💬"")","=HYPERLINK(""https://eslint.org/docs/rules/no-duplicate-imports"", ""no-duplicate-imports"")","disallow duplicate module imports","","Off 🙈","Off 🙈","off"
"ES6",,"=HYPERLINK(""https://eslint.org/docs/rules/no-new-symbol"", ""no-new-symbol"")","disallow `new` operators with the `Symbol` object","","Error ⛔","Error ⛔","error"
"ES6",,"=HYPERLINK(""https://eslint.org/docs/rules/no-restricted-imports"", ""no-restricted-imports"")","disallow specified modules when loaded by `import`","","Off 🙈","Off 🙈","[""off"",{""paths"":[],""patterns"":[]}]"
"ES6",,"=HYPERLINK(""https://eslint.org/docs/rules/no-this-before-super"", ""no-this-before-super"")","disallow `this`/`super` before calling `super()` in constructors","","Error ⛔","Error ⛔","error"
"ES6",,"=HYPERLINK(""https://eslint.org/docs/rules/no-useless-computed-key"", ""no-useless-computed-key"")","disallow unnecessary computed property keys in object literals","🔧","Off 🙈","Error ⛔","error"
"ES6","=HYPERLINK(""https://github.com/airbnb/javascript/blob/master/README.md#constructors--no-useless"", ""💬"")","=HYPERLINK(""https://eslint.org/docs/rules/no-useless-constructor"", ""no-useless-constructor"")","disallow unnecessary constructors","","Off 🙈","Error ⛔","error"
"ES6",,"=HYPERLINK(""https://eslint.org/docs/rules/no-useless-rename"", ""no-useless-rename"")","disallow renaming import, export, and destructured assignments to the same name","🔧","Off 🙈","Error ⛔","[""error"",{""ignoreDestructuring"":false,""ignoreImport"":false,""ignoreExport"":false}]"
"ES6","=HYPERLINK(""https://github.com/airbnb/javascript/blob/master/README.md#references--disallow-var"", ""💬"")","=HYPERLINK(""https://eslint.org/docs/rules/no-var"", ""no-var"")","require `let` or `const` instead of `var`","🔧","Off 🙈","Error ⛔","error"
"ES6","=HYPERLINK(""https://github.com/airbnb/javascript/blob/master/README.md#es6-object-concise"", ""💬"")","=HYPERLINK(""https://eslint.org/docs/rules/object-shorthand"", ""object-shorthand"")","require or disallow method and property shorthand syntax for object literals","🔧","Off 🙈","Error ⛔","[""error"",""always"",{""ignoreConstructors"":false,""avoidQuotes"":true}]"
"ES6","=HYPERLINK(""https://github.com/airbnb/javascript/blob/master/README.md#arrows--use-them"", ""💬"")","=HYPERLINK(""https://eslint.org/docs/rules/prefer-arrow-callback"", ""prefer-arrow-callback"")","require using arrow functions for callbacks","🔧","Off 🙈","Error ⛔","[""error"",{""allowNamedFunctions"":false,""allowUnboundThis"":true}]"
"ES6","=HYPERLINK(""https://github.com/airbnb/javascript/blob/master/README.md#variables--const"", ""💬"")","=HYPERLINK(""https://eslint.org/docs/rules/prefer-const"", ""prefer-const"")","require `const` declarations for variables that are never reassigned after declared","🔧","Off 🙈","Error ⛔","[""error"",{""destructuring"":""any"",""ignoreReadBeforeAssign"":true}]"
"ES6","=HYPERLINK(""https://github.com/airbnb/javascript/blob/master/README.md#destructuring--array"", ""💬"")","=HYPERLINK(""https://eslint.org/docs/rules/prefer-destructuring"", ""prefer-destructuring"")","require destructuring from arrays and/or objects","","Off 🙈","Error ⛔","[""error"",{""VariableDeclarator"":{""array"":false,""object"":true},""AssignmentExpression"":{""array"":true,""object"":true}},{""enforceForRenamedProperties"":false}]"
"ES6",,"=HYPERLINK(""https://eslint.org/docs/rules/prefer-numeric-literals"", ""prefer-numeric-literals"")","disallow `parseInt()` and `Number.parseInt()` in favor of binary, octal, and hexadecimal literals","🔧","Off 🙈","Error ⛔","error"
"ES6",,"=HYPERLINK(""https://eslint.org/docs/rules/prefer-reflect"", ""prefer-reflect"")","require `Reflect` methods where applicable","","Off 🙈","Off 🙈","off"
"ES6","=HYPERLINK(""https://github.com/airbnb/javascript/blob/master/README.md#es6-rest"", ""💬"")","=HYPERLINK(""https://eslint.org/docs/rules/prefer-rest-params"", ""prefer-rest-params"")","require rest parameters instead of `arguments`","","Off 🙈","Error ⛔","error"
"ES6","=HYPERLINK(""https://github.com/airbnb/javascript/blob/master/README.md#functions--spread-vs-apply"", ""💬"")","=HYPERLINK(""https://eslint.org/docs/rules/prefer-spread"", ""prefer-spread"")","require spread operators instead of `.apply()`","🔧","Off 🙈","Error ⛔","error"
"ES6","=HYPERLINK(""https://github.com/airbnb/javascript/blob/master/README.md#es6-template-literals"", ""💬"")","=HYPERLINK(""https://eslint.org/docs/rules/prefer-template"", ""prefer-template"")","require template literals instead of string concatenation","🔧","Off 🙈","Error ⛔","error"
"ES6",,"=HYPERLINK(""https://eslint.org/docs/rules/require-yield"", ""require-yield"")","require generator functions to contain `yield`","","Error ⛔","Error ⛔","error"
"ES6",,"=HYPERLINK(""https://eslint.org/docs/rules/rest-spread-spacing"", ""rest-spread-spacing"")","enforce spacing between rest and spread operators and their expressions","🔧","Off 🙈","Error ⛔","[""error"",""never""]"
"ES6",,"=HYPERLINK(""https://eslint.org/docs/rules/sort-imports"", ""sort-imports"")","enforce sorted import declarations within modules","🔧","Off 🙈","Off 🙈","[""off"",{""ignoreCase"":false,""ignoreMemberSort"":false,""memberSyntaxSortOrder"":[""none"",""all"",""multiple"",""single""]}]"
"ES6",,"=HYPERLINK(""https://eslint.org/docs/rules/symbol-description"", ""symbol-description"")","require symbol descriptions","","Off 🙈","Error ⛔","error"
"ES6","=HYPERLINK(""https://github.com/airbnb/javascript/blob/master/README.md#es6-template-literals"", ""💬"")","=HYPERLINK(""https://eslint.org/docs/rules/template-curly-spacing"", ""template-curly-spacing"")","require or disallow spacing around embedded expressions of template strings","🔧","Off 🙈","Error ⛔","error"
"ES6",,"=HYPERLINK(""https://eslint.org/docs/rules/yield-star-spacing"", ""yield-star-spacing"")","require or disallow spacing around the `*` in `yield*` expressions","🔧","Off 🙈","Error ⛔","[""error"",""after""]"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-unresolved&btnI"", ""import/no-unresolved"")",,"",,"Error ⛔","[""error"",{""commonjs"":true,""caseSensitive"":true}]"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/named&btnI"", ""import/named"")",,"",,"Error ⛔","error"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/default&btnI"", ""import/default"")",,"",,"Off 🙈","off"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/namespace&btnI"", ""import/namespace"")",,"",,"Off 🙈","off"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/export&btnI"", ""import/export"")",,"",,"Error ⛔","error"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-named-as-default&btnI"", ""import/no-named-as-default"")",,"",,"Error ⛔","error"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-named-as-default-member&btnI"", ""import/no-named-as-default-member"")",,"",,"Error ⛔","error"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-deprecated&btnI"", ""import/no-deprecated"")",,"",,"Off 🙈","off"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-extraneous-dependencies&btnI"", ""import/no-extraneous-dependencies"")",,"",,"Error ⛔","[""error"",{""devDependencies"":[""test/**"",""tests/**"",""spec/**"",""**/__tests__/**"",""**/__mocks__/**"",""test.{js,jsx}"",""test-*.{js,jsx}"",""**/*{.,_}{test,spec}.{js,jsx}"",""**/jest.config.js"",""**/vue.config.js"",""**/webpack.config.js"",""**/webpack.config.*.js"",""**/rollup.config.js"",""**/rollup.config.*.js"",""**/gulpfile.js"",""**/gulpfile.*.js"",""**/Gruntfile{,.js}"",""**/protractor.conf.js"",""**/protractor.conf.*.js""],""optionalDependencies"":false}]"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-mutable-exports&btnI"", ""import/no-mutable-exports"")",,"",,"Error ⛔","error"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-commonjs&btnI"", ""import/no-commonjs"")",,"",,"Off 🙈","off"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-amd&btnI"", ""import/no-amd"")",,"",,"Error ⛔","error"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-nodejs-modules&btnI"", ""import/no-nodejs-modules"")",,"",,"Off 🙈","off"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/first&btnI"", ""import/first"")",,"",,"Error ⛔","error"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/imports-first&btnI"", ""import/imports-first"")",,"",,"Off 🙈","off"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-duplicates&btnI"", ""import/no-duplicates"")",,"",,"Error ⛔","error"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-namespace&btnI"", ""import/no-namespace"")",,"",,"Off 🙈","off"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/extensions&btnI"", ""import/extensions"")",,"",,"Error ⛔","[""error"",""ignorePackages"",{""js"":""never"",""mjs"":""never"",""jsx"":""never""}]"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/order&btnI"", ""import/order"")",,"",,"Error ⛔","[""error"",{""groups"":[[""builtin"",""external"",""internal""]]}]"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/newline-after-import&btnI"", ""import/newline-after-import"")",,"",,"Error ⛔","error"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/prefer-default-export&btnI"", ""import/prefer-default-export"")",,"",,"Error ⛔","error"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-restricted-paths&btnI"", ""import/no-restricted-paths"")",,"",,"Off 🙈","off"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/max-dependencies&btnI"", ""import/max-dependencies"")",,"",,"Off 🙈","[""off"",{""max"":10}]"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-absolute-path&btnI"", ""import/no-absolute-path"")",,"",,"Error ⛔","error"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-dynamic-require&btnI"", ""import/no-dynamic-require"")",,"",,"Error ⛔","error"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-internal-modules&btnI"", ""import/no-internal-modules"")",,"",,"Off 🙈","[""off"",{""allow"":[]}]"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/unambiguous&btnI"", ""import/unambiguous"")",,"",,"Off 🙈","off"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-webpack-loader-syntax&btnI"", ""import/no-webpack-loader-syntax"")",,"",,"Error ⛔","error"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-unassigned-import&btnI"", ""import/no-unassigned-import"")",,"",,"Off 🙈","off"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-named-default&btnI"", ""import/no-named-default"")",,"",,"Error ⛔","error"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-anonymous-default-export&btnI"", ""import/no-anonymous-default-export"")",,"",,"Off 🙈","[""off"",{""allowArray"":false,""allowArrowFunction"":false,""allowAnonymousClass"":false,""allowAnonymousFunction"":false,""allowLiteral"":false,""allowObject"":false}]"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/exports-last&btnI"", ""import/exports-last"")",,"",,"Off 🙈","off"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/group-exports&btnI"", ""import/group-exports"")",,"",,"Off 🙈","off"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-default-export&btnI"", ""import/no-default-export"")",,"",,"Off 🙈","off"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-self-import&btnI"", ""import/no-self-import"")",,"",,"Error ⛔","error"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-cycle&btnI"", ""import/no-cycle"")",,"",,"Error ⛔","[""error"",{""maxDepth"":null}]"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/no-useless-path-segments&btnI"", ""import/no-useless-path-segments"")",,"",,"Error ⛔","error"
"Imports",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+import/dynamic-import-chunkname&btnI"", ""import/dynamic-import-chunkname"")",,"",,"Off 🙈","[""off"",{""importFunctions"":[],""webpackChunknameFormat"":""[0-9a-zA-Z-_/.]+""}]"
"Strict",,"=HYPERLINK(""https://eslint.org/docs/rules/strict"", ""strict"")","require or disallow strict mode directives","🔧","Off 🙈","Error ⛔","[""error"",""never""]"
"React",,"=HYPERLINK(""https://eslint.org/docs/rules/jsx-quotes"", ""jsx-quotes"")","enforce the consistent use of either double or single quotes in JSX attributes","🔧","Off 🙈","Error ⛔","[""error"",""prefer-double""]"
"React",,"=HYPERLINK(""https://eslint.org/docs/rules/class-methods-use-this"", ""class-methods-use-this"")","enforce that class methods utilize `this`","","Off 🙈","Error ⛔","[""error"",{""exceptMethods"":[""render"",""getInitialState"",""getDefaultProps"",""getChildContext"",""componentWillMount"",""UNSAFE_componentWillMount"",""componentDidMount"",""componentWillReceiveProps"",""UNSAFE_componentWillReceiveProps"",""shouldComponentUpdate"",""componentWillUpdate"",""UNSAFE_componentWillUpdate"",""componentDidUpdate"",""componentWillUnmount"",""componentDidCatch"",""getSnapshotBeforeUpdate""]}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/display-name&btnI"", ""react/display-name"")",,"",,"Off 🙈","[""off"",{""ignoreTranspilerName"":false}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/forbid-prop-types&btnI"", ""react/forbid-prop-types"")",,"",,"Error ⛔","[""error"",{""forbid"":[""any"",""array"",""object""],""checkContextTypes"":true,""checkChildContextTypes"":true}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/forbid-dom-props&btnI"", ""react/forbid-dom-props"")",,"",,"Off 🙈","[""off"",{""forbid"":[]}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-boolean-value&btnI"", ""react/jsx-boolean-value"")",,"",,"Error ⛔","[""error"",""never"",{""always"":[]}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-closing-bracket-location&btnI"", ""react/jsx-closing-bracket-location"")",,"",,"Error ⛔","[""error"",""line-aligned""]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-closing-tag-location&btnI"", ""react/jsx-closing-tag-location"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-curly-spacing&btnI"", ""react/jsx-curly-spacing"")",,"",,"Error ⛔","[""error"",""never"",{""allowMultiline"":true}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-handler-names&btnI"", ""react/jsx-handler-names"")",,"",,"Off 🙈","[""off"",{""eventHandlerPrefix"":""handle"",""eventHandlerPropPrefix"":""on""}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-indent-props&btnI"", ""react/jsx-indent-props"")",,"",,"Error ⛔","[""error"",2]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-key&btnI"", ""react/jsx-key"")",,"",,"Off 🙈","off"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-max-props-per-line&btnI"", ""react/jsx-max-props-per-line"")",,"",,"Error ⛔","[""error"",{""maximum"":1,""when"":""multiline""}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-no-bind&btnI"", ""react/jsx-no-bind"")",,"",,"Error ⛔","[""error"",{""ignoreRefs"":true,""allowArrowFunctions"":true,""allowBind"":false}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-no-duplicate-props&btnI"", ""react/jsx-no-duplicate-props"")",,"",,"Error ⛔","[""error"",{""ignoreCase"":true}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-no-literals&btnI"", ""react/jsx-no-literals"")",,"",,"Off 🙈","[""off"",{""noStrings"":true}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-no-undef&btnI"", ""react/jsx-no-undef"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-pascal-case&btnI"", ""react/jsx-pascal-case"")",,"",,"Error ⛔","[""error"",{""allowAllCaps"":true,""ignore"":[]}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/sort-prop-types&btnI"", ""react/sort-prop-types"")",,"",,"Off 🙈","[""off"",{""ignoreCase"":true,""callbacksLast"":false,""requiredFirst"":false,""sortShapeProp"":true}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-sort-prop-types&btnI"", ""react/jsx-sort-prop-types"")",,"",,"Off 🙈","off"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-sort-props&btnI"", ""react/jsx-sort-props"")",,"",,"Off 🙈","[""off"",{""ignoreCase"":true,""callbacksLast"":false,""shorthandFirst"":false,""shorthandLast"":false,""noSortAlphabetically"":false,""reservedFirst"":true}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-sort-default-props&btnI"", ""react/jsx-sort-default-props"")",,"",,"Off 🙈","[""off"",{""ignoreCase"":true}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-uses-react&btnI"", ""react/jsx-uses-react"")",,"",,"Error ⛔","[""error""]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-uses-vars&btnI"", ""react/jsx-uses-vars"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-danger&btnI"", ""react/no-danger"")",,"",,"Warn ⚠️","warn"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-deprecated&btnI"", ""react/no-deprecated"")",,"",,"Error ⛔","[""error""]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-did-mount-set-state&btnI"", ""react/no-did-mount-set-state"")",,"",,"Off 🙈","off"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-did-update-set-state&btnI"", ""react/no-did-update-set-state"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-will-update-set-state&btnI"", ""react/no-will-update-set-state"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-direct-mutation-state&btnI"", ""react/no-direct-mutation-state"")",,"",,"Off 🙈","off"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-is-mounted&btnI"", ""react/no-is-mounted"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-multi-comp&btnI"", ""react/no-multi-comp"")",,"",,"Error ⛔","[""error"",{""ignoreStateless"":true}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-set-state&btnI"", ""react/no-set-state"")",,"",,"Off 🙈","off"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-string-refs&btnI"", ""react/no-string-refs"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-unknown-property&btnI"", ""react/no-unknown-property"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/prefer-es6-class&btnI"", ""react/prefer-es6-class"")",,"",,"Error ⛔","[""error"",""always""]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/prefer-stateless-function&btnI"", ""react/prefer-stateless-function"")",,"",,"Error ⛔","[""error"",{""ignorePureComponents"":true}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/prop-types&btnI"", ""react/prop-types"")",,"",,"Error ⛔","[""error"",{""ignore"":[],""customValidators"":[],""skipUndeclared"":false}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/react-in-jsx-scope&btnI"", ""react/react-in-jsx-scope"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/require-render-return&btnI"", ""react/require-render-return"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/self-closing-comp&btnI"", ""react/self-closing-comp"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/sort-comp&btnI"", ""react/sort-comp"")",,"",,"Error ⛔","[""error"",{""order"":[""static-methods"",""instance-variables"",""lifecycle"",""/^on.+$/"",""getters"",""setters"",""/^(get|set)(?!(InitialState$|DefaultProps$|ChildContext$)).+$/"",""instance-methods"",""everything-else"",""rendering""],""groups"":{""lifecycle"":[""displayName"",""propTypes"",""contextTypes"",""childContextTypes"",""mixins"",""statics"",""defaultProps"",""constructor"",""getDefaultProps"",""getInitialState"",""state"",""getChildContext"",""componentWillMount"",""componentDidMount"",""componentWillReceiveProps"",""shouldComponentUpdate"",""componentWillUpdate"",""componentDidUpdate"",""componentWillUnmount""],""rendering"":[""/^render.+$/"",""render""]}}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-wrap-multilines&btnI"", ""react/jsx-wrap-multilines"")",,"",,"Error ⛔","[""error"",{""declaration"":""parens-new-line"",""assignment"":""parens-new-line"",""return"":""parens-new-line"",""arrow"":""parens-new-line"",""condition"":""parens-new-line"",""logical"":""parens-new-line"",""prop"":""parens-new-line""}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-first-prop-new-line&btnI"", ""react/jsx-first-prop-new-line"")",,"",,"Error ⛔","[""error"",""multiline-multiprop""]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-equals-spacing&btnI"", ""react/jsx-equals-spacing"")",,"",,"Error ⛔","[""error"",""never""]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-indent&btnI"", ""react/jsx-indent"")",,"",,"Error ⛔","[""error"",2]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-no-target-blank&btnI"", ""react/jsx-no-target-blank"")",,"",,"Error ⛔","[""error"",{""enforceDynamicLinks"":""always""}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-filename-extension&btnI"", ""react/jsx-filename-extension"")",,"",,"Error ⛔","[""error"",{""extensions"":["".jsx""]}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-no-comment-textnodes&btnI"", ""react/jsx-no-comment-textnodes"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-render-return-value&btnI"", ""react/no-render-return-value"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/require-optimization&btnI"", ""react/require-optimization"")",,"",,"Off 🙈","[""off"",{""allowDecorators"":[]}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-find-dom-node&btnI"", ""react/no-find-dom-node"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/forbid-component-props&btnI"", ""react/forbid-component-props"")",,"",,"Off 🙈","[""off"",{""forbid"":[]}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/forbid-elements&btnI"", ""react/forbid-elements"")",,"",,"Off 🙈","[""off"",{""forbid"":[]}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-danger-with-children&btnI"", ""react/no-danger-with-children"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-unused-prop-types&btnI"", ""react/no-unused-prop-types"")",,"",,"Error ⛔","[""error"",{""customValidators"":[],""skipShapeProps"":true}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/style-prop-object&btnI"", ""react/style-prop-object"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-unescaped-entities&btnI"", ""react/no-unescaped-entities"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-children-prop&btnI"", ""react/no-children-prop"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-tag-spacing&btnI"", ""react/jsx-tag-spacing"")",,"",,"Error ⛔","[""error"",{""closingSlash"":""never"",""beforeSelfClosing"":""always"",""afterOpening"":""never"",""beforeClosing"":""never""}]"
